JobTitle,Company,Location,Summary,Salary
Lead - Onboarding Specialist (Digital Adoption),Freshworks,"Chennai, Tamil Nadu","Good to have a hands-on experience with configuring SAAS products such as workday, salesforce, Zendesk, Servicenow. Manage adoption and churn metrics.",
Growth Marketing Manager - Global Webinar Program,skilora,Remote,"TELECOMMUTE LOCATION: Remote, United States. We are looking for a Growth Marketing Manager to own our Global Webinar Programs. What we're looking for.",
Global Accounting Operations_Revenue Accounting - Senior Associate,State Street,"Bengaluru, Karnataka","The Revenue, AR, BU Accounting SME will be responsible for all aspects of revenue recognition, US GAAP, and day-to-day management of a team of experienced…",
Engineer- Sr. Engineer - Identity Management,Saviynt,"Bengaluru, Karnataka","Liaise with internal teams (e.g. developers, QA’s and product managers) to identify and work through the system requirements. Should be hands-on with Databases.",
We are one-of-a-kind fuel to your passion,TRooTech Business Solutions,"Ahmedabad, Gujarat",× Applying For Job First Name * Last Name * Current City * Contact Number * Email * Position Applying For * Select Position Applying For Python Developer Sr.…,
Business Development Executive (Sales),SISA,"Devanahalli, Karnataka","Prepare the MIS document on weekly basis and discuss with the manager; collaborating with sales and leadership to secure, retain, and grow accounts.",
Software Engineer,Multirecruit,"Bengaluru, Karnataka","Bachelors/master’s degree in computer science or related field. 2+ years of experience in developing web-based, E-Commerce applications on Salesforce Commerce…","₹8,00,000 - ₹10,00,000 a year"
"Assistant Team Leader, Field Marketing",Cvent,"Gurgaon, Haryana","Cvent is a global meeting, event, travel, and hospitality technology leader, with more than 4,000+ employees worldwide.",
Director Content,Whatfix,"Bengaluru, Karnataka","Whatfix is the #1 Digital Adoption Platform (DAP) for Enterprises. It is integrated as a layer on top of other software applications, which helps users navigate…",
TECHNICAL LEAD MARKETING CLOUD JOB,C P Careers Private Limited,"Chennai, Tamil Nadu","Streamlining work from multiple project managers for multiple customers. A DM is the point of contact for the Company team (Developers, Quality Analysts,…","₹12,00,000 - ₹22,00,000 a year"
Senior Client Partner - Procurement,Access Healthcare Service,"Mumbai, Maharashtra","Effectively communicate with partners, providers and office managers, and vendors in a timely, professional and thorough manner. This position is part-time.",
Visual Designer,Salesforce,"Hyderabad, Telangana","Collaborate with cross-functional teams (UX designers, visual designers, user researchers, technical writers, product managers and engineering) throughout the…",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
CIEL/SEL/16601: Senior IT Manager Enterprise Applications,CIEL HR Services,"Hyderabad, Telangana","Our client Yext (NYSE: YEXT), the Search Experience Cloud company which solves the problem by organizing a business's facts so it can provide official answers…",
Eloqua Technical Architect Jobs in Bengaluru / Bangalore,Ciberspring International (India) LLP,"Bengaluru, Karnataka","Work with campaign, product, and segment managers to build and execute strategic campaigns and report on results.",
Business Development Manager -Navi Mumbai (Real Estate),Talent Zone Consultants,"Navi Mumbai, Maharashtra",We are Looking for An Ambitious and Energetic Business Development Manager to Help Us Expand Our Clientele. You Will Be the Front of the Company and Will have…,"₹3,00,000 - ₹4,00,000 a year"
Community Mobilizer,ChildFund India,"Vijayawada, Andhra Pradesh","Job Location: Hyderabad, Telangana, Vijayawada, Andhra Pradesh. Travel: Extensive/ As per job requirement. The Community Mobilizer will plan and implement the…","₹3,01,788 a year"
"SEO, SEM and SMM specialist",Cube8,"Gurgaon, Haryana","Articulately explain technical details of website changes to developers, project managers, and clients. Cube8, headquartered in Gurgaon, is one of the fastest…","₹25,000 - ₹30,000 a month"
DGM – Sales Operations & Excellence Lead,RGF Professional Recruitment,"Bengaluru, Karnataka","Based on findings, design and implement process changes in our core tools, suggest modifications to policies, rules of engagement and benchmark sales people…",
Ads Account Manager - EN,ADCI - Karnataka,"Bengaluru, Karnataka","5+ years of professional experience with online advertising, e.g. as Account or Campaign Manager at a publisher, as media planner at an agency or similar.",
Business Development Manager,Digibea - Digital Marketing Agency,"Vadodara, Gujarat","Proven working experience as a business development manager, sales executive or a relevant role. We are looking for an ambitious and energetic Business…","₹10,000 - ₹15,000 a month"
Digital Marketing Manager (IT Jobs),HR Inc Consultants,India,"Our Client, a leading provider of production and capital planning SaaS software for the oil and gas industry is looking for a responsible Digital Marketing…",
Data Architect (Continuous Improvement),TE Connectivity,"Bengaluru, Karnataka",Job Posting Title: Data Architect (Continuous Improvement). Business Unit: GLOBAL CHANNEL BUSINESS (50674622). Building: TE ADC Shared Services Corporate (Q69).,
Customer Relationship Executive,CONNECTING 2 WORK,"Thiruvananthapuram, Kerala",Build relationships with key employees among customers. Create plans to address clients’ business needs. Advise clients on creating profitable processes.,
Project Manager with Microsoft Dynamics Crm experience,Saorsa Consulting Services,"Bengaluru, Karnataka",Project Manager: Offshore position - 1. Must have at-least 12 years of experience in Dynamics CRM. Must have handled large teams and projects following Agile…,
Sr Product Sppt Tech Advisor,IQVIA,"Bengaluru, Karnataka","Able to interface and communicate with other PaaS stakeholders including API developers, project managers, back-end system admins, operations staff,…",
Supervisor- QualityFull Time,skilora,"Thiruvananthapuram, Kerala","The job involves (a) direct sales to major customers (b) building on the existing dealer networks , and through their proper selection, training, guidance and…",
Lead Generation Executive,Evergent Technologies,"Hyderabad, Telangana",A leading venture capitalist (VC) in Silicon Valley commented that “Evergent is a diamond in the rough”. Evergent today manages over 560M+ user accounts in over…,
Customer Success Manager - Corporate,skilora,Remote,"TELECOMMUTE Location: Remote, United States. We are looking for a top Customer Success Manager to join our team and help Cobalt's customers build successful…",
"Vice President, Head Of Revenue Operations",skilora,Remote,"We help managers lead better, teams perform better, and employees thrive personally and inspire professionally. Strong technical and analytical skills.",
Global Sales Support Manager,Corporate Stalwart,"Chennai, Tamil Nadu","Work in the scope, process and completion of new sales leads and handling sales calls. Generate sales report on a regular basis.",
Business Solutions Analyst,Adobe Consultants And Outsourcing Private Limited,"Bengaluru, Karnataka","This is a critical partnership role, working closely with project managers to develop project plans, stakeholders to manage expectations, Solution Architects…",
SFDC Developer/Business Analyst,Labridge Consulting,"Hyderabad, Telangana","Designation SFDC Developer/Business Analyst. The SFDC Developer/Business Analyst Role with 5-7 years' experience is responsible for functional requirements,…",
